Row_ID,Sex,SatisfiedofSpaceAllocated,SatisfiedofHygieneAndSanitation,"Do you think there are enough healthcare facilities for Rohingya (like aid station, health centre, hospital)?",How satisfied are you with the quality of healthcare you and your family are receiving in the camp?,How satisfied are you with the level of psychological support you and your family are receiving in the camp?,How satisfied are you with the level of social support you and your family receive from neighbours and friends?,Do you think you are able to exercise your religion freely in the camp?,"How satisfied are you with the number of religious facilities (like madrasas, mosques) in the camp?",Do you think there are enough educational opportunities for Rohingya children below the age of 12 in the camp?,Do you think there are enough educational opportunities for Rohingya adolescents (between 12 and 18 years old) in the camp?,Do you think there are enough educational opportunities for Rohingya adults (older than 18 years old) in the camp?,How satisfied are you with the quality of education you and your family are receiving in the camp?,How satisfied are you with the number of job opportunities available to Rohingya adults in the camp?,How satisfied are you with the income your family makes in the camp?,How satisfied are you with the overall help you and your family have been receiving from NGOs?,How do you mostly hear about the news?,Who do you consider the most important person in your camp?,"Other than family, who do you go to when you have a problem?",Do you have enough good friends in the camp?,Do you consider any Bangladeshis as your friends?,Do you believe Rohingya and Bangladeshis can be good friends?,Do you think that there are Rohingya families who have married their daughter off to Bangladeshi boys/men?,Do you personally know any Rohingya family who has married their daughter off to a Bangladeshi boy/man?,How much do you trust the police/military/guards of camps in Bangladesh?,How much do you trust the NGOs in the camp?,How much do you trust the Majhis?,How much do you trust the Imam (religious leader)?,How often do you talk with Rohingya people outside Bangladesh and Myanmar?,In what countries are they now?,How often do you talk with others (non-Rohingya people) outside Bangladesh and Myanmar?,Do you often feel stressed or overwhelmed by your situation?,Do you prefer talking about your problems with others or trying to forget what you are going through?,Do you prefer solving your problems alone or by asking others for their help?,Does talking about your every day problems with others make you feel better?,How comfortable do you feel talking about your problems with NGO workers?,Do you think the situation in the camp is better now or 6 months ago?,Do you smoke cigarettes?,How many cigarettes a day on average?,Did you also smoke before coming to Bangladesh?,Do you chew betel nuts?,How many betel nuts a day on average?,Did you also chew before coming to Bangladesh?,Do you think that there are Rohingya in the camp who use medicine or drink syrup often without needing it?,Have you  ever seen any Rohingya in the camp use medicine or syrup often without needing it?,Do you think that there are Rohingya in the camp who use illegal substances (like alcohol or drugs)?,Have you ever seen any Rohingya in the camp use illegal substances (like alcohol or drugs)?,Do you think that there are Rohingya in the camp who are involved in illegal activities (like selling/transporting drinks or yaba)?,How often do you hear people talking about violent groups in the camp?,How do you think violence in the camp has changed over time?,Do you think that sexual harassment in the camp happens often?,Where does sexual harassment happen the most?,How afraid are you to leave your child unattended in the camp after it gets dark?,Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?,Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?,To what extent do you feel at home in the camp in Bangladesh now?,Do you know that the Bangladesh government plans on moving Rohingya to Bhasan Char?,Are you willing to go?,Do you think that the government of Myanmar will recognize the rights of Rohingya in the next two years?,"If the Myanmar government recognizes the rights of Rohingya in the next two years, will you return to Myanmar?",Do you think that repatriation to Myanmar will happen in the next two years?,Do you personally know any Rohingya who left Bangladesh in the last six months?,Where did they go?,Have you thought about leaving to go to another country other than Myanmar and Bangladesh?,How scared are you to leave for another country?,Where do you think you will be in six months from now?,"If you could choose any country in the world, other than Myanmar, where would you go?",Where do you think the majority of Rohingya would choose to go if they could choose freely (apart from Myanmar)?,How do you feel about the future?,EnoughHealthcareFacilities
12746,Female,Satisfied,Satisfied,,Unsatisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Very unsatisfied,Satisfied,Friends and neighbours,Head Mahji,Block Majhi,TRUE,FALSE,TRUE,FALSE,,A lot of trust,Quite a bit of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,4,Yes,No,,No,,No,A few times a year,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative,TRUE
12747,Female,Satisfied,Satisfied,,Unsatisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,Head Mahji,Block Majhi,TRUE,FALSE,TRUE,FALSE,,A lot of trust,Quite a bit of trust,Quite a bit of trust,A lot of trust,Never,,Never,TRUE,talking,I ask for help,TRUE,Very comfortable,same-nothing has changed,FALSE,,,TRUE,3,Yes,No,,No,,No,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Canada,Canada,negative,TRUE
12748,Female,Satisfied,Satisfied,,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Very unsatisfied,Satisfied,Friends and neighbours,Head Mahji,Block Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,Quite a bit of trust,Little trust,A lot of trust,Never,,Never,TRUE,talking,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,No,,No,,No,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative,TRUE
12749,Female,Satisfied,Satisfied,,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,Head Mahji,Block Majhi,TRUE,FALSE,TRUE,FALSE,,A lot of trust,Quite a bit of trust,Little trust,A lot of trust,Never,,Never,TRUE,talking,I ask for help,TRUE,Very comfortable,same-nothing has changed,FALSE,,,TRUE,5,Yes,No,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Saudi Arabia, Turkey","Malaysia, Saudi Arabia",negative,TRUE
12750,Female,Satisfied,Satisfied,,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Satisfied,Satisfied,Friends and neighbours,Head Mahji,Block Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Quite a bit of trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,TRUE,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,No,,No,,No,A few times a year,Decreased,Yes,In the market,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Saudi Arabia, Turkey","Saudi Arabia, Turkey",negative,TRUE
12751,Female,Satisfied,Satisfied,,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,Head Mahji,Block Majhi,TRUE,FALSE,TRUE,FALSE,,A lot of trust,A lot of trust,Quite a bit of trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,No,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative,TRUE
12752,Female,Satisfied,Satisfied,,Satisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Satisfied,Very satisfied,Friends and neighbours,Head Mahji,Block Majhi,TRUE,TRUE,TRUE,FALSE,,Quite a bit of trust,Quite a bit of trust,Quite a bit of trust,A lot of trust,Never,,Never,TRUE,talking,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,4,Yes,No,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative,TRUE
12753,Female,Satisfied,Satisfied,,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,Head Mahji,Block Majhi,TRUE,FALSE,TRUE,FALSE,,A lot of trust,Quite a bit of trust,Little trust,A lot of trust,Never,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,No,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative,TRUE
12754,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Quite a bit of trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,FALSE,,,TRUE,10,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the market,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,Myanmar/Motherland,I don't want to go anywhere else.,Australia,positive,TRUE
12755,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,FALSE,,,TRUE,12,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the market,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,Myanmar/Motherland,USA,Australia,positive,TRUE
12756,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Satisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Quite a bit of trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,FALSE,,,TRUE,12,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,"Here, in the camp",USA,Turkey,positive,TRUE
12757,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Unsatisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Quite a bit of trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,FALSE,,,FALSE,,,No,,No,,No,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,"Here, in the camp",USA,Turkey,positive,TRUE
12758,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,FALSE,,,FALSE,,,No,,No,,No,A few times a week,Same,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Canada,Turkey,positive,TRUE
12759,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,TRUE,10,TRUE,TRUE,15,Yes,No,,No,,No,A few times a week,Decreased,Yes,In the market,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,Myanmar/Motherland,USA,Australia,positive,TRUE
12760,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,TRUE,10,TRUE,TRUE,15,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Canada,USA,positive,TRUE
12761,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,FALSE,,,TRUE,12,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,FALSE,No,,TRUE,not scared,Myanmar/Motherland,Canada,Australia,positive,TRUE
12762,Male,Very unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,Once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,FALSE,,,TRUE,5,Yes,No,,No,,No,A few times a week,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,Myanmar/Motherland,I don't want to go anywhere else.,Turkey,positive,TRUE
12763,Male,Satisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Satisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,TRUE,10,FALSE,TRUE,12,Yes,No,,No,,No,A few times a week,Same,Yes,In the market,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",USA,Australia,positive,TRUE
12764,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,TRUE,8,TRUE,TRUE,10,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the market,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,Myanmar/Motherland,USA,Australia,positive,TRUE
12765,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Quite a bit of trust,A lot of trust,Once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,TRUE,12,TRUE,TRUE,15,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",USA,USA,positive,TRUE
12766,Male,Very unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,Once a week,,Never,TRUE,talking,I ask for help,TRUE,Comfortable enough,now,FALSE,,,TRUE,10,Yes,No,,No,,No,A few times a week,Decreased,Yes,In the market,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,Myanmar/Motherland,Canada,Turkey,positive,TRUE
12767,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,Three times a month,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,TRUE,8,TRUE,TRUE,12,Yes,No,,No,,No,A few times a month,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,"Here, in the camp",USA,Turkey,positive,TRUE
12768,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,FALSE,,,TRUE,10,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,No reply/No comment,No reply/No comment,USA,positive,TRUE
12769,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Quite a bit of trust,A lot of trust,Once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,TRUE,10,FALSE,TRUE,15,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",USA,Canada,positive,TRUE
12770,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,TRUE,8,FALSE,TRUE,10,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Australia,Canada,positive,TRUE
12771,Male,Satisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,Once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,TRUE,15,TRUE,TRUE,18,Yes,No,,No,,No,A few times a month,Same,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",USA,USA,positive,TRUE
12772,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,TRUE,10,TRUE,TRUE,5,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the market,Very afraid,TRUE,FALSE,Not at all,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,Myanmar/Motherland,I don't want to go anywhere else.,Turkey,positive,TRUE
12773,Male,Unsatisfied,Satisfied,,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,"Social media (e.g. Facebook, Twitter, Instagram)",Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Quite a bit of trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,TRUE,10,TRUE,TRUE,10,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",USA,Saudi Arabia,positive,TRUE
12774,Male,Unsatisfied,Satisfied,,Satisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,Block Mahji,Head Majhi,TRUE,TRUE,TRUE,FALSE,,A lot of trust,A lot of trust,Little trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,FALSE,Comfortable enough,now,TRUE,10,TRUE,TRUE,15,Yes,No,,No,,No,A few times a month,Decreased,Yes,In the market,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Australia,Saudi Arabia,positive,TRUE
12777,Female,Satisfied,Satisfied,,Satisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,Family,CIC,Block Majhi,TRUE,FALSE,TRUE,FALSE,,A lot of trust,Quite a bit of trust,A lot of trust,A lot of trust,More than once a week,,Never,TRUE,talking,I ask for help,TRUE,Neither comfortable nor uncomfortable,now,FALSE,,,FALSE,,,No,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative,TRUE
12778,Female,Unsatisfied,Satisfied,,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,Head Mahji,Block Majhi,TRUE,FALSE,TRUE,FALSE,,A lot of trust,A lot of trust,A lot of trust,A lot of trust,Never,,Never,TRUE,talking,I ask for help,TRUE,Neither comfortable nor uncomfortable,same-nothing has changed,FALSE,,,TRUE,3,Yes,No,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,"Malaysia, Saudi Arabia",negative,TRUE
12779,Female,Satisfied,Satisfied,,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,Friends and neighbours,CIC,Block Majhi,TRUE,FALSE,TRUE,FALSE,,A lot of trust,Quite a bit of trust,A lot of trust,A lot of trust,Three times a month,,Never,TRUE,talking,I ask for help,TRUE,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,No,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative,TRUE
