Row_ID,Sex,Is Satisfied with space allocated,Is satisfied with hygiene and sanitation,Is enough healthcare facilities,Is satisfied with the quality of healthcare,Is satisfied with the level of psychological support,Is satisfied with the level of social support,Able to exercise religion freely,Is satisfied with the no of religious facilities,Is enough educational opportunities (< 12 yrs),Are enough educational opportunities (12-18 yrs),Are enough educational opportunities (> 18 yrs),Is satisfied with the quality of education,Is satisfied with the no of job opportunities,Is satisfied with the income,Is satisfied with the overall help from NGOs,Enough good friends,Consider any Bangladeshis as friends,Believe Rohingya and Bangladeshis can be good friends,Have trust on the police/military/guards of camps in Bangladesh,Trust on the NGOs in the camp,Feel stressed or overwhelmed by situation,Talking about problems with others ,Solving problems alone or by asking others,Comfortable talking about problems with NGO workers,Is the situation in the camp is better now or 6 months ago,Smoke cigarettes?,Average cigarettes per day,Smoke before coming to Bangladesh,Chew betel nuts,How many betel nuts a day on average?,Chew before coming to Bangladesh,Ever seen any Rohingya use medicine or syrup often without needing it,Suspense any Rohingya in the camp who use drug,Have you ever seen any Rohingya in the camp use illegal substances (like alcohol or drugs)?,Suspense any Rohingya in the camp who are involved in illegal activities,Hear people talking about violent groups in the camp,Thoughts on violence in the camp has changed over time,Thoughts on sexual harassment in the camp happens often,Where does sexual harassment happen the most?,How afraid are you to leave your child unattended in the camp after it gets dark?,Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?,Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?,To what extent do you feel at home in the camp in Bangladesh now?,Do you know that the Bangladesh government plans on moving Rohingya to Bhasan Char?,Are you willing to go?,Do you think that the government of Myanmar will recognize the rights of Rohingya in the next two years?,Will you return to Myanmar?,Do you think that repatriation to Myanmar will happen in the next two years?,Know any Rohingya who left Bangladesh in the last six months,Where did they go?,Have you thought about leaving to go to another country other than Myanmar and Bangladesh?,How scared are you to leave for another country?,Where do you think you will be in six months from now?,"If you could choose any country in the world, other than Myanmar, where would you go?",Where do you think the majority of Rohingya would choose to go if they could choose freely (apart from Myanmar)?,How do you feel about the future?
12655,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Neither comfortable nor uncomfortable,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Malaysia, Saudi Arabia",Saudi Arabia,negative
12656,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,4,Yes,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12657,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Neither comfortable nor uncomfortable,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,"Malaysia, Saudi Arabia",negative
12658,Female,Satisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12659,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,FALSE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Neither comfortable nor uncomfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,neither positive nor negative
12660,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12661,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a week,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,Myanmar/Motherland,I don't want to go anywhere else.,Turkey,positive
12662,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,Myanmar/Motherland,I don't want to go anywhere else.,Australia,positive
12663,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,4,Yes,,No,,No,A few times a month,Decreased,Yes,In the household,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,Myanmar/Motherland,I don't want to go anywhere else.,USA,positive
12664,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a month,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Saudi Arabia,Turkey,positive
12665,Female,Satisfied,Satisfied,FALSE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a month,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,"Here, in the camp",I don't want to go anywhere else.,USA,positive
12666,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a month,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,Myanmar/Motherland,I don't want to go anywhere else.,USA,positive
12667,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a month,Same,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Saudi Arabia,USA,positive
12668,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a month,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,"Here, in the camp",USA,Turkey,positive
12669,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",USA,Canada,positive
12670,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,5,Yes,,No,,No,A few times a month,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,TRUE,TRUE,FALSE,No,,TRUE,not scared,"Here, in the camp",Australia,USA,positive
12671,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,5,Yes,,No,,No,A few times a month,Same,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,"Here, in the camp",I don't want to go anywhere else.,Australia,positive
12672,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,4,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Not at all,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,scared,"Here, in the camp",Turkey,Australia,positive
12673,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,5,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,FALSE,No,,TRUE,not scared,"Here, in the camp",USA,Australia,positive
12674,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a month,Decreased,Yes,In the market,Very afraid,TRUE,FALSE,Not at all,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,very scared,Myanmar/Motherland,Canada,Turkey,positive
12675,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a month,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",USA,Australia,positive
12676,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a month,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,Myanmar/Motherland,I don't want to go anywhere else.,USA,positive
12677,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a month,Decreased,Yes,In the market,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,"Here, in the camp",I don't want to go anywhere else.,Turkey,positive
12678,Female,Unsatisfied,Very satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Satisfied,Satisfied,TRUE,TRUE,TRUE,Quite a bit of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,7,Yes,,No,,No,Never,Decreased a lot,Yes,In the streets,Very afraid,TRUE,FALSE,Somewhat,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp ",I don't want to go anywhere else.,No reply/No comment,negative
12679,Female,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Neither satisfied nor unsatisfied,TRUE,TRUE,TRUE,Quite a bit of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,now,FALSE,,,TRUE,15,Yes,,No,,No,Never,Same,No,,Afraid,TRUE,FALSE,Somewhat,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp ",Malaysia,Malaysia,positive
12680,Female,Unsatisfied,Satisfied,TRUE,Very unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,Quite a bit of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,4,Yes,,No,,I don't want to answer,A few times a year,Decreased a lot,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp ",Australia,Australia,positive
12681,Female,Satisfied,Very satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Very unsatisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,Quite a bit of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Somewhat,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp ",Canada,Canada,positive
12682,Female,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,Quite a bit of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp ",I don't want to go anywhere else.,Malaysia,positive
12683,Female,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Very unsatisfied,Unsatisfied,Satisfied,Satisfied,TRUE,FALSE,TRUE,Quite a bit of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,10,Yes,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Somewhat,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp ",I don't want to go anywhere else.,I don't know about the majority,neither positive nor negative
12684,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,Quite a bit of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Decreased a lot,No,,Very afraid,TRUE,FALSE,Somewhat,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,not scared,Another (peaceful) place/country,Canada,Canada,positive
12685,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,Quite a bit of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,No,A few times a year,Decreased a lot,Yes,In the streets,Very afraid,TRUE,FALSE,Somewhat,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,not scared,Another (peaceful) place/country,Australia,Australia,positive
12686,Female,Unsatisfied,Satisfied,TRUE,Very unsatisfied,Unsatisfied,Neither satisfied nor unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,Quite a bit of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,4,Yes,,No,,I don't want to answer,A few times a year,Decreased a lot,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp ",I don't want to go anywhere else.,I don't know about the majority,neither positive nor negative
12687,Female,Satisfied,Very satisfied,TRUE,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Somewhat,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp ",No reply/No comment,I don't know about the majority,negative
12688,Female,Unsatisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,trying to forget,I solve my problems myself,Neither comfortable nor uncomfortable,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,Myanmar/Motherland,Saudi Arabia,Saudi Arabia,positive
12689,Female,Satisfied,Very satisfied,TRUE,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Somewhat,Yes,No,FALSE,FALSE,FALSE,No,,FALSE,very scared,"Here, in the camp ",Canada,Canada,positive
12690,Female,Satisfied,Very satisfied,TRUE,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,Quite a bit of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Somewhat,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp ",Malaysia,Malaysia,positive
12691,Female,Very unsatisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Very satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,trying to forget,I solve my problems myself,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,20,Yes,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp ",I don't want to go anywhere else.,I don't know about the majority,neither positive nor negative
12692,Female,Very unsatisfied,Very satisfied,TRUE,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,Quite a bit of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,Myanmar/Motherland,Saudi Arabia,Saudi Arabia,positive
12693,Female,Satisfied,Very satisfied,TRUE,Very satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,FALSE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,now,FALSE,,,TRUE,10,Yes,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,not scared,"Here, in the camp ",Saudi Arabia,Saudi Arabia,positive
12694,Female,Satisfied,Very satisfied,TRUE,Unsatisfied,Unsatisfied,Neither satisfied nor unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,Quite a bit of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Somewhat,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp ",USA,USA,positive
12695,Female,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,15,Yes,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,Yes,FALSE,FALSE,FALSE,No,,TRUE,not scared,Another (peaceful) place/country,Canada,Canada,positive
12696,Female,Unsatisfied,Very satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,Quite a bit of trust,Quite a bit of trust,TRUE,trying to forget,I solve my problems myself,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Somewhat,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,No reply/No comment,I don't want to go anywhere else.,I don't know about the majority,neither positive nor negative
12697,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,FALSE,,,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp","Australia, Malaysia",Australia,negative
12698,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp","Saudi Arabia, Turkey",Saudi Arabia,negative
12699,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12700,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Australia, Malaysia","Australia, Saudi Arabia",negative
