Row_ID,Sex,Is Satisfied with space allocated,Is satisfied with hygiene and sanitation,Is enough healthcare facilities,Is satisfied with the quality of healthcare,Is satisfied with the level of psychological support,Is satisfied with the level of social support,Able to exercise religion freely,Is satisfied with the no of religious facilities,Is enough educational opportunities (< 12 yrs),Are enough educational opportunities (12-18 yrs),Are enough educational opportunities (> 18 yrs),Is satisfied with the quality of education,Is satisfied with the no of job opportunities,Is satisfied with the income,Is satisfied with the overall help from NGOs,Enough good friends,Consider any Bangladeshis as friends,Believe Rohingya and Bangladeshis can be good friends,Have trust on the police/military/guards of camps in Bangladesh,Trust on the NGOs in the camp,Feel stressed or overwhelmed by situation,Talking about problems with others ,Solving problems alone or by asking others,Comfortable talking about problems with NGO workers,Is the situation in the camp is better now or 6 months ago,Smoke cigarettes?,Average cigarettes per day,Smoke before coming to Bangladesh,Chew betel nuts,How many betel nuts a day on average?,Chew before coming to Bangladesh,Ever seen any Rohingya use medicine or syrup often without needing it,Suspense any Rohingya in the camp who use drug,Have you ever seen any Rohingya in the camp use illegal substances (like alcohol or drugs)?,Suspense any Rohingya in the camp who are involved in illegal activities,Hear people talking about violent groups in the camp,Thoughts on violence in the camp has changed over time,Thoughts on sexual harassment in the camp happens often,Where does sexual harassment happen the most?,How afraid are you to leave your child unattended in the camp after it gets dark?,Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?,Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?,To what extent do you feel at home in the camp in Bangladesh now?,Do you know that the Bangladesh government plans on moving Rohingya to Bhasan Char?,Are you willing to go?,Do you think that the government of Myanmar will recognize the rights of Rohingya in the next two years?,Will you return to Myanmar?,Do you think that repatriation to Myanmar will happen in the next two years?,Know any Rohingya who left Bangladesh in the last six months,Where did they go?,Have you thought about leaving to go to another country other than Myanmar and Bangladesh?,How scared are you to leave for another country?,Where do you think you will be in six months from now?,"If you could choose any country in the world, other than Myanmar, where would you go?",Where do you think the majority of Rohingya would choose to go if they could choose freely (apart from Myanmar)?,How do you feel about the future?
12701,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12702,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Neither trust nor distrust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,FALSE,,,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Australia, USA","Australia, USA",negative
12703,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,FALSE,,,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12704,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12705,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Neither comfortable nor uncomfortable,same-nothing has changed,TRUE,5,TRUE,FALSE,,,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp","Australia, Canada","Australia, Canada",negative
12706,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Australia, Canada","Australia, Canada",negative
12707,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Saudi Arabia, Turkey",Saudi Arabia,negative
12708,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Neither comfortable nor uncomfortable,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12709,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Neither comfortable nor uncomfortable,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12710,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Australia, Canada",Canada,negative
12711,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Neither comfortable nor uncomfortable,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12712,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Neither satisfied nor unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,neither positive nor negative
12713,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,neither positive nor negative
12714,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,not scared,"Here, in the camp","Australia, Canada",Canada,very negative
12715,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Neither satisfied nor unsatisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,not scared,"Here, in the camp","Canada, USA","Australia, Canada, USA",negative
12716,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,not scared,"Here, in the camp","Australia, Canada","Australia, Canada",negative
12717,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Neither trust nor distrust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12718,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,4,Yes,,No,,No,A few times a year,Same,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12719,Male,Satisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Very satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,FALSE,talking,I ask for help,Very comfortable,now,FALSE,,,TRUE,7,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Saudi Arabia, Turkey","Saudi Arabia, Turkey",negative
12720,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12721,Female,Satisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,very scared,"Here, in the camp",Turkey,Turkey,negative
12722,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Malaysia,Malaysia,negative
12723,Male,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,now,FALSE,,,FALSE,,,,No,,No,Never,Decreased,No,,I don't have children - does not apply,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,very scared,"Here, in the camp","Australia, USA","Australia, USA",negative
12724,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12725,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Satisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Turkey,Turkey,negative
12726,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Very satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,TRUE,6,Yes,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12727,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,4,Yes,,No,,No,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12728,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,3,Yes,,No,,No,A few times a year,Same,No,,Very afraid,FALSE,,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12729,Female,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,4,Yes,,No,,No,Never,Same,Yes,In the market,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12730,Female,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Satisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Same,No,,Very afraid,FALSE,,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Turkey,Turkey,negative
12731,Female,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Satisfied,FALSE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,TRUE,3,Yes,,No,,No,Never,Same,No,,I don't have children - does not apply,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,Allah knows,Saudi Arabia,Saudi Arabia,negative
12732,Female,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Turkey,Turkey,negative
12733,Female,Satisfied,Unsatisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,8,Yes,,No,,No,Never,Same,Yes,In the streets,Very afraid,FALSE,,Not at all,Yes,Yes,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12734,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Satisfied,FALSE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,TRUE,4,Yes,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,No,,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12735,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Satisfied,FALSE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,3,Yes,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12736,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Saudi Arabia, Turkey","Saudi Arabia, Turkey",negative
12737,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Very unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,TRUE,3,Yes,,No,,No,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12738,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,A few times a year,Same,Yes,In the streets,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12739,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Very satisfied,TRUE,FALSE,TRUE,Quite a bit of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Saudi Arabia, Turkey","Saudi Arabia, Turkey",negative
12740,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Very unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Decreased,No,,I don't have children - does not apply,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",USA,USA,negative
12741,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,FALSE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,3,TRUE,FALSE,,,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12742,Male,Satisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Australia,Australia,negative
12743,Male,Satisfied,Unsatisfied,TRUE,Satisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,FALSE,,,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",USA,USA,negative
12744,Male,Satisfied,Satisfied,TRUE,Very satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,TRUE,4,TRUE,FALSE,,,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12745,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,TRUE,6,TRUE,TRUE,3,Yes,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12746,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,4,Yes,,No,,No,A few times a year,Decreased,Yes,In the streets,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
